-0.542372	5.748522	5.156667	4.760624
0.315630	4.838428	5.820000	4.157346
-0.567429	8.620924	6.513333	4.018418
-1.102836	5.912486	6.756667	4.032770
1.901514	7.267584	7.283333	0.433715
1.997099	6.573956	8.100000	-0.122709
2.410243	8.376685	9.583333	-1.795203
1.728667	6.986893	10.07333	-2.062220
0.974792	9.755575	10.18000	-2.057493
0.807882	8.526837	10.94667	-2.678534
0.156346	7.918703	13.57667	-3.446427
-0.378746	8.347833	15.04667	-3.956514
-3.235928	8.747411	12.68667	-2.210313
-4.245389	8.978312	9.836667	-1.355500
-3.181827	10.92709	15.85333	-4.121645
-1.949815	10.18472	16.57000	-6.374529
-3.490792	7.448004	17.78000	-5.392642
-3.054485	7.057076	17.57667	-5.923731
-5.075792	7.231235	13.58667	-3.656102
-7.452816	5.403896	14.22667	-1.744565
-7.650211	4.824978	14.51333	-1.160969
-8.747454	5.610369	11.00667	0.336963
-9.390069	4.288285	9.286667	1.649233
-8.857311	3.274847	8.653333	4.738051
-7.315509	2.878356	8.803333	3.914390
-6.071739	4.074592	9.460000	2.782311
-4.760874	3.010757	9.430000	2.001696
-3.667099	4.968110	9.686667	0.824294
-2.643148	3.438357	10.55667	0.327466
-2.370551	3.185431	11.39000	0.332226
-2.283953	2.534885	9.266667	1.603627
-2.011466	4.478744	8.476667	1.856305
-1.828084	2.278223	7.923333	2.623619
-0.966607	1.652942	7.900000	2.733880
-0.925329	2.574816	8.103333	2.731921
-0.894758	2.060441	7.826667	2.839607
-1.201767	2.049882	6.920000	4.912570
-0.961867	2.308331	6.206667	5.947418
-1.179720	2.606782	6.266667	7.014847
-1.301781	3.291333	6.220000	6.497157
-0.924426	2.173784	6.650000	5.827379
-0.716644	2.969113	6.843333	5.202919
0.340229	2.893155	6.916667	3.667118
0.127460	3.387546	6.663333	4.679456
0.733865	3.805562	7.156667	4.297434
0.592993	4.442700	7.983333	3.448183
1.253252	2.988506	8.470000	2.370404
1.554957	4.500605	9.443333	0.731756
1.562368	3.817763	9.726667	0.204576
1.617417	2.824385	9.083333	1.095263
1.220037	2.759259	8.613333	1.985579
1.140114	4.756001	8.250000	0.951409
0.756855	4.631250	8.243333	0.469925
0.104943	3.526366	8.160000	1.006196
-1.352743	2.987681	7.743333	1.450445
-2.504507	4.715220	6.426667	2.475782
-2.487963	2.569873	5.863333	2.231935
-2.677702	2.827269	5.643333	1.247780
-2.914730	2.089810	4.816667	1.129715
-2.533130	2.410393	4.023333	0.587573
-2.226218	2.182530	3.770000	-1.026661
-1.947020	1.805872	3.256667	-1.776143
-1.585362	2.069022	3.036667	-2.934997
-2.145253	3.104127	3.040000	-3.979466
-2.299183	2.196746	3.000000	-4.002194
-2.478490	1.719849	3.060000	-4.490435
-1.852975	2.108018	2.990000	-5.583963
-1.506556	2.418604	3.213333	-6.831714
-0.861276	1.675470	3.940000	-8.311752
-0.999054	2.553144	4.486667	-9.278871
-0.540163	1.860243	5.166667	-10.59707
-0.833139	2.533957	5.810000	-11.16363
-1.291701	1.435202	6.020000	-9.846441
-1.165832	1.868066	5.796667	-9.345189
-1.138759	1.919775	5.720000	-9.386323
-1.076426	2.558309	5.363333	-8.969798
-0.130321	1.416143	5.243333	-9.648842
-0.007999	1.245137	5.306667	-9.648470
0.424011	2.118890	5.280000	-9.786590
0.301267	2.549823	5.276667	-9.877734
1.165108	0.639126	5.523333	-10.04769
1.712707	1.375696	5.533333	-9.627964
1.740030	1.304213	5.506667	-8.924776
2.186987	1.012843	5.520000	-8.009156
2.168839	0.665495	5.500000	-6.821685
2.604011	1.456063	5.533333	-6.070149
3.384767	1.380637	4.860000	-5.254915
3.425297	1.622553	4.733333	-4.909080
3.552812	1.419474	4.746667	-4.272834
3.990825	1.385888	5.093333	-4.301300
5.028122	1.706333	5.306667	-4.704896
3.461089	3.580320	5.676667	-4.041968
4.281637	1.720070	6.273333	-4.448028
3.420529	2.055963	6.520000	-2.998121
3.210127	1.620507	6.473333	-2.183684
2.405994	3.213568	5.593333	0.415904
1.988603	3.039331	4.326667	1.607330
0.889112	1.651322	3.496667	4.833181
0.535278	2.005192	2.133333	5.585345
0.528202	1.458705	1.733333	5.834777
0.393976	1.426466	1.750000	5.958653
0.248033	1.498086	1.740000	6.712883
-0.438980	2.213784	1.443333	8.243815
-1.282193	3.103073	1.250000	8.742558
-1.159397	1.276762	1.246667	9.635320
-0.116331	2.065147	1.016667	8.327487
-0.234310	2.166506	0.996667	7.215536
0.031284	3.658930	1.003333	7.113052
0.181659	3.691717	1.010000	7.128098
0.321280	2.246879	1.433333	6.655716
0.193170	3.186025	1.950000	6.920087
0.245568	3.795044	2.470000	6.146606
